2227,180,-1916,-124
2329,124,-748,-64
2429,76,-360,-48
2530,144,-992,16
2631,176,-2040,32
2733,128,-2020,-48
2833,8,-1084,-44
2934,-56,-500,-40
3036,-20,-848,-84
3137,116,-1776,-24
3239,224,-2040,-136
3340,164,-1448,-56
3441,88,-500,-48
3543,76,-560,-48
3644,136,-1456,-48
3746,148,-2040,-44
3846,68,-1688,-68
3947,-28,-852,-36
4049,-24,-540,-28
4150,28,-1204,-28
4252,156,-1968,-68
4353,160,-1796,-48
4454,64,-924,116
4556,44,-500,4
4657,96,-936,40
4759,160,-1780,-84
4859,124,-1968,36
4960,4,-1248,44
5061,-52,-612,-64
5161,-32,-820,-24
5263,112,-1632,-160
5364,184,-1920,-120
5465,140,-1300,52
5567,72,-620,40
5668,72,-636,32
5770,128,-1384,-16
5870,136,-1968,-52
5971,80,-1572,-80
6073,-28,-828,-20
6174,-28,-688,-36
6276,56,-1372,36
6377,160,-1872,-124
6478,168,-1580,-120
6580,108,-828,-28
6681,72,-524,-76
6783,84,-1048,-8
6883,128,-1768,-52
6986,84,-1800,36
7087,-4,-992,44
7189,-20,-580,-176
7290,-4,-1040,-76
7392,88,-1720,0
7493,160,-1772,-64
7696,92,-532,-96
7796,80,-900,-40
7897,124,-1616,-24
7998,92,-1812,-88
8100,-16,-1268,88
8201,-20,-712,-100
8303,0,-832,-64
8404,60,-1476,-36
8505,136,-1784,-48
8607,132,-1232,-44
8708,84,-668,-24
8808,76,-728,-40
8909,108,-1360,-64
9010,124,-1788,-52
9112,44,-1392,-180
9213,-28,-828,-72
9315,-24,-756,-56
9416,44,-1356,-64
9517,152,-1712,-104
9618,140,-1364,-124
9720,84,-772,-128
9821,64,-656,24
9922,116,-1192,-20
10023,116,-1628,-48
10125,48,-1460,-56
10226,-4,-876,-80
10328,-36,-772,8
10429,28,-1196,-28
10530,108,-1648,-40
10632,144,-1492,-80
10732,64,-948,-44
10834,60,-684,-84
10935,96,-1112,56
11036,116,-1616,-44
11137,56,-1552,8
11239,-32,-1020,96
11340,-32,-776,52
11442,36,-1048,-92
11543,116,-1532,-56
11644,148,-1532,-112
11746,136,-996,-4
11847,64,-668,-40
11948,112,-968,-116
12049,116,-1500,-76
12150,88,-1532,-28
12251,16,-1128,-32
12353,4,-736,-220
12454,0,-980,-72
12555,108,-1484,-48
12657,144,-1520,-92
12758,68,-1072,-24
12860,64,-704,-52
12961,96,-884,-132
13062,112,-1396,-88
13164,88,-1580,-132
13265,28,-1120,-20
13367,-40,-832,-112
13469,16,-964,-128
13570,56,-1464,-4
13671,112,-1544,-56
13773,120,-1076,-108
13874,64,-764,8
13974,68,-860,4
14075,112,-1312,-60
14177,104,-1536,-56
14278,16,-1100,-20
14379,-56,-868,100
14481,4,-944,0
14582,84,-1344,-52
14684,124,-1524,-72
14785,120,-1160,-92
14887,84,-772,-40
14988,88,-848,-108
15089,104,-1304,-72
15191,84,-1504,-56
15292,16,-1224,36
15394,4,-832,-88
15495,0,-888,24
15595,44,-1292,-48
15697,104,-1544,-48
15798,92,-1256,4
15900,88,-772,-24
16001,64,-864,12
16102,92,-1268,-12
16204,76,-1476,-40
16305,12,-1264,-84
16407,0,-900,-100
16508,12,-864,-56
16608,36,-1252,-40
16710,100,-1476,-44
16811,84,-1216,72
16913,76,-812,-16
17015,88,-828,-36
17116,84,-1224,0
17217,80,-1452,-36
17319,28,-1288,-164
17419,-36,-948,-44
17521,8,-940,64
17622,40,-1276,-40
17723,88,-1476,-20
17825,112,-1176,-112
17926,80,-804,-116
18028,56,-828,-48
18129,76,-1156,-68
18230,92,-1400,-68
18332,40,-1240,-24
18433,-28,-936,-72
18535,8,-896,-116
18636,68,-1188,-116
18737,108,-1392,-84
18839,108,-1180,-112
18940,56,-884,-24
19042,52,-828,-24
19244,100,-1360,-56
19346,60,-1248,-216
19448,-20,-948,-36
19548,-12,-960,-64
19649,44,-1176,-68
19751,88,-1376,-44
19852,104,-1184,-100
19954,84,-852,-92
20055,76,-844,-52
20156,84,-1164,-20
20258,68,-1404,-16
20359,32,-1224,-120
20461,-8,-960,-52
20561,-16,-920,-100
20662,48,-1160,-88
20764,100,-1348,-84
20865,96,-1236,-64
20967,80,-832,-112
21068,48,-872,-44
21169,68,-1148,-68
21271,76,-1360,-60
21372,40,-1208,-28
21474,0,-928,-8
21574,-12,-928,-72
21675,36,-1172,-60
21777,84,-1360,-48
21878,60,-1172,-32
21980,72,-868,-64
22081,92,-828,-100
22182,84,-1144,-32
22284,60,-1372,-16
22385,32,-1232,-28
22485,-4,-936,-48
22586,0,-948,16
22687,32,-1208,4
22789,88,-1328,-48
22992,84,-864,-92
23093,80,-848,-72
23194,76,-1152,-28
23296,60,-1344,-36
23397,36,-1156,-144
23497,-8,-944,-80
23598,0,-960,-8
23699,40,-1188,-4
23801,84,-1332,-64
23902,68,-1160,-56
24004,96,-848,-140
24105,84,-876,-80
24206,64,-1136,-16
24307,88,-1296,-56
24409,44,-1128,-160
24510,-8,-956,-32
24612,-4,-972,12
24713,40,-1200,-12
24814,88,-1308,-48
24916,68,-1152,-36
25017,44,-912,84
25119,64,-916,-48
25220,64,-1168,-40
25321,96,-1300,-176
25423,40,-1136,-148
25524,-20,-964,-40
25626,-8,-988,12
25727,40,-1172,-12
25828,80,-1296,-44
25930,92,-1088,-96
26031,68,-872,0
26133,72,-924,-4
26234,72,-1176,-12
26335,68,-1300,-28
26437,40,-1144,-132
26538,-8,-940,-96
26640,-4,-980,0
26741,68,-1216,-100
26843,84,-1236,-72
26944,104,-1000,-120
27046,44,-884,-16
27147,56,-944,-40
27248,80,-1160,-72
27350,52,-1232,-144
27450,4,-1144,4
27552,-4,-944,4
27653,4,-1020,-24
27754,36,-1232,0
27856,60,-1228,-16
27957,48,-1096,60
28059,68,-876,-20
28160,88,-932,-84
28261,84,-1172,-64
28363,36,-1292,-40
28463,-4,-1128,24
28565,-16,-944,8
28666,0,-1040,-20
28767,40,-1220,-16
28869,80,-1260,-32
28970,60,-1044,28
29072,88,-888,-60
29174,68,-968,4
29275,48,-1172,16
29376,64,-1232,-40
29478,24,-1020,-44
29579,-12,-940,-8
29681,12,-1032,-36
29782,60,-1204,-72
29883,80,-1192,-60
29985,56,-1032,64
30086,64,-868,-20
30188,76,-968,-68
30289,68,-1196,-12
30390,48,-1216,-32
30492,16,-1008,-40
30593,-12,-948,-44
30695,12,-1044,-36
30796,48,-1216,-20
30897,84,-1184,-56
30999,88,-980,-116
31100,60,-868,-80
31201,76,-1004,-76
31302,68,-1196,-28
31404,32,-1192,-16
31505,0,-1032,-4
31606,16,-940,-56
31706,24,-1052,-32
31807,52,-1220,-32
31909,76,-1148,-56
32010,36,-976,-20
32112,56,-888,-64
32213,76,-1028,-88
32314,72,-1168,-52
32416,44,-1140,-40
32517,20,-1004,-52
32619,-4,-960,-16
32720,20,-1068,0
32821,64,-1204,-36
32923,48,-1144,108
33024,80,-944,-100
33126,76,-868,-112
33227,64,-1036,-56
33328,52,-1204,-44
33430,28,-1184,0
33531,0,-1012,-8
33633,4,-968,-44
33733,28,-1104,-44
33834,68,-1200,-60
33935,72,-1096,72
34037,92,-908,-120
34138,72,-900,-76
34240,52,-1060,-48
34341,48,-1204,-36
34442,24,-1136,-56
34543,20,-960,-52
34645,4,-976,-24
34746,28,-1116,-8
34847,52,-1196,-40
34949,88,-1064,-20
35050,84,-920,-32
35152,52,-932,0
35253,76,-1096,-20
35353,60,-1180,-40
35455,36,-1080,-68
35556,4,-972,-20
35658,4,-992,-24
35759,28,-1128,-84
35860,68,-1176,-48
35962,72,-1072,-96
36063,44,-888,-128
36164,72,-948,-56
36266,64,-1108,-8
36367,52,-1160,-44
36469,16,-1088,-40
36570,4,-968,-16
